Date,TotalAppointments,DayOfWeek,Month,Year
15-Jun-15,7,1,6,2015
14-Jun-15,18,0,6,2015
13-Jun-15,24,6,6,2015
12-Jun-15,38,5,6,2015
11-Jun-15,9,4,6,2015
10-Jun-15,15,3,6,2015
9-Jun-15,7,2,6,2015
8-Jun-15,11,1,6,2015
7-Jun-15,24,0,6,2015
6-Jun-15,23,6,6,2015
5-Jun-15,16,5,6,2015
4-Jun-15,18,4,6,2015
3-Jun-15,25,3,6,2015
2-Jun-15,3,2,6,2015
1-Jun-15,3,1,6,2015
31-May-15,27,0,5,2015
30-May-15,18,6,5,2015
29-May-15,16,5,5,2015
28-May-15,26,4,5,2015
27-May-15,17,3,5,2015
26-May-15,3,2,5,2015
25-May-15,29,1,5,2015
24-May-15,12,0,5,2015
23-May-15,24,6,5,2015
22-May-15,7,5,5,2015
21-May-15,23,4,5,2015
20-May-15,2,3,5,2015
19-May-15,5,2,5,2015
18-May-15,20,1,5,2015
17-May-15,16,0,5,2015
16-May-15,17,6,5,2015
15-May-15,15,5,5,2015
14-May-15,15,4,5,2015
13-May-15,2,3,5,2015
12-May-15,6,2,5,2015
11-May-15,24,1,5,2015
10-May-15,11,0,5,2015
9-May-15,17,6,5,2015
8-May-15,13,5,5,2015
7-May-15,10,4,5,2015
6-May-15,2,3,5,2015
5-May-15,8,2,5,2015
4-May-15,16,1,5,2015
3-May-15,24,0,5,2015
2-May-15,15,6,5,2015
1-May-15,12,5,5,2015
30-Apr-15,16,4,4,2015
29-Apr-15,1,3,4,2015
28-Apr-15,4,2,4,2015
27-Apr-15,27,1,4,2015
26-Apr-15,17,0,4,2015
25-Apr-15,26,6,4,2015
24-Apr-15,7,5,4,2015
23-Apr-15,19,4,4,2015
22-Apr-15,10,3,4,2015
21-Apr-15,16,2,4,2015
20-Apr-15,22,1,4,2015
19-Apr-15,18,0,4,2015
18-Apr-15,11,6,4,2015
17-Apr-15,16,5,4,2015
16-Apr-15,2,4,4,2015
15-Apr-15,20,3,4,2015
14-Apr-15,12,2,4,2015
13-Apr-15,11,1,4,2015
12-Apr-15,11,0,4,2015
11-Apr-15,9,6,4,2015
10-Apr-15,2,5,4,2015
9-Apr-15,2,4,4,2015
8-Apr-15,14,3,4,2015
7-Apr-15,13,2,4,2015
6-Apr-15,14,1,4,2015
5-Apr-15,9,0,4,2015
4-Apr-15,16,6,4,2015
3-Apr-15,3,5,4,2015
2-Apr-15,1,4,4,2015
1-Apr-15,19,3,4,2015
31-Mar-15,15,2,3,2015
30-Mar-15,21,1,3,2015
29-Mar-15,24,0,3,2015
28-Mar-15,17,6,3,2015
27-Mar-15,2,5,3,2015
26-Mar-15,4,4,3,2015
25-Mar-15,14,3,3,2015
24-Mar-15,16,2,3,2015
23-Mar-15,11,1,3,2015
22-Mar-15,16,0,3,2015
21-Mar-15,4,6,3,2015
20-Mar-15,7,5,3,2015
19-Mar-15,20,4,3,2015
18-Mar-15,15,3,3,2015
17-Mar-15,16,2,3,2015
16-Mar-15,9,1,3,2015
15-Mar-15,11,0,3,2015
14-Mar-15,5,6,3,2015
13-Mar-15,9,5,3,2015
12-Mar-15,18,4,3,2015
11-Mar-15,13,3,3,2015
10-Mar-15,6,2,3,2015
9-Mar-15,9,1,3,2015
8-Mar-15,9,0,3,2015
7-Mar-15,10,6,3,2015
6-Mar-15,7,5,3,2015
5-Mar-15,12,4,3,2015
4-Mar-15,18,3,3,2015
3-Mar-15,32,2,3,2015
2-Mar-15,17,1,3,2015
1-Mar-15,12,0,3,2015
28-Feb-15,3,6,2,2015
27-Feb-15,14,5,2,2015
26-Feb-15,20,4,2,2015
25-Feb-15,14,3,2,2015
24-Feb-15,13,2,2,2015
23-Feb-15,19,1,2,2015
22-Feb-15,13,0,2,2015
21-Feb-15,10,6,2,2015
20-Feb-15,17,5,2,2015
19-Feb-15,20,4,2,2015
18-Feb-15,20,3,2,2015
17-Feb-15,9,2,2,2015
16-Feb-15,1,1,2,2015
15-Feb-15,3,0,2,2015
14-Feb-15,5,6,2,2015
13-Feb-15,8,5,2,2015
12-Feb-15,8,4,2,2015
11-Feb-15,23,3,2,2015
10-Feb-15,20,2,2,2015
9-Feb-15,1,1,2,2015
8-Feb-15,2,0,2,2015
7-Feb-15,15,6,2,2015
6-Feb-15,3,5,2,2015
5-Feb-15,13,4,2,2015
4-Feb-15,9,3,2,2015
3-Feb-15,5,2,2,2015
2-Feb-15,9,1,2,2015
1-Feb-15,8,0,2,2015
31-Jan-15,16,6,1,2015
30-Jan-15,19,5,1,2015
29-Jan-15,18,4,1,2015
28-Jan-15,12,3,1,2015
27-Jan-15,4,2,1,2015
26-Jan-15,9,1,1,2015
25-Jan-15,23,0,1,2015
24-Jan-15,12,6,1,2015
23-Jan-15,24,5,1,2015
22-Jan-15,10,4,1,2015
21-Jan-15,11,3,1,2015
20-Jan-15,1,2,1,2015
19-Jan-15,6,1,1,2015
18-Jan-15,17,0,1,2015
17-Jan-15,18,6,1,2015
16-Jan-15,18,5,1,2015
15-Jan-15,19,4,1,2015
14-Jan-15,10,3,1,2015
13-Jan-15,2,2,1,2015
12-Jan-15,4,1,1,2015
11-Jan-15,1,0,1,2015
10-Jan-15,6,6,1,2015
9-Jan-15,11,5,1,2015
8-Jan-15,8,4,1,2015
7-Jan-15,9,3,1,2015
6-Jan-15,5,2,1,2015
5-Jan-15,5,1,1,2015
4-Jan-15,16,0,1,2015
3-Jan-15,14,6,1,2015
2-Jan-15,12,5,1,2015
1-Jan-15,13,4,1,2015
31-Dec-14,5,3,12,2014
30-Dec-14,4,2,12,2014
29-Dec-14,11,1,12,2014
28-Dec-14,14,0,12,2014
27-Dec-14,13,6,12,2014
26-Dec-14,19,5,12,2014
25-Dec-14,16,4,12,2014
24-Dec-14,6,3,12,2014
23-Dec-14,4,2,12,2014
22-Dec-14,13,1,12,2014
21-Dec-14,16,0,12,2014
20-Dec-14,12,6,12,2014
19-Dec-14,4,5,12,2014
18-Dec-14,7,4,12,2014
17-Dec-14,1,3,12,2014
16-Dec-14,6,2,12,2014
15-Dec-14,13,1,12,2014
14-Dec-14,13,0,12,2014
13-Dec-14,14,6,12,2014
12-Dec-14,14,5,12,2014
11-Dec-14,5,4,12,2014
10-Dec-14,5,3,12,2014
9-Dec-14,6,2,12,2014
8-Dec-14,17,1,12,2014
7-Dec-14,19,0,12,2014
6-Dec-14,13,6,12,2014
5-Dec-14,7,5,12,2014
4-Dec-14,11,4,12,2014
3-Dec-14,4,3,12,2014
2-Dec-14,9,2,12,2014
1-Dec-14,11,1,12,2014
30-Nov-14,11,0,11,2014
29-Nov-14,7,6,11,2014
28-Nov-14,11,5,11,2014
27-Nov-14,5,4,11,2014
26-Nov-14,1,3,11,2014
25-Nov-14,3,2,11,2014
24-Nov-14,5,1,11,2014
23-Nov-14,1,0,11,2014
22-Nov-14,1,6,11,2014
21-Nov-14,7,5,11,2014
20-Nov-14,3,4,11,2014
19-Nov-14,3,3,11,2014
18-Nov-14,5,2,11,2014
17-Nov-14,3,1,11,2014
16-Nov-14,11,0,11,2014
15-Nov-14,5,6,11,2014
14-Nov-14,4,5,11,2014
13-Nov-14,5,4,11,2014
12-Nov-14,8,3,11,2014
11-Nov-14,10,2,11,2014
10-Nov-14,14,1,11,2014
9-Nov-14,8,0,11,2014
8-Nov-14,9,6,11,2014
7-Nov-14,12,5,11,2014
6-Nov-14,10,4,11,2014
5-Nov-14,1,3,11,2014
4-Nov-14,6,2,11,2014
3-Nov-14,5,1,11,2014
2-Nov-14,5,0,11,2014
1-Nov-14,6,6,11,2014
31-Oct-14,10,5,10,2014
30-Oct-14,3,4,10,2014
29-Oct-14,1,3,10,2014
28-Oct-14,7,2,10,2014
27-Oct-14,7,1,10,2014
26-Oct-14,14,0,10,2014
25-Oct-14,5,6,10,2014
24-Oct-14,12,5,10,2014
23-Oct-14,6,4,10,2014
22-Oct-14,2,3,10,2014
21-Oct-14,4,2,10,2014
20-Oct-14,7,1,10,2014
19-Oct-14,10,0,10,2014
18-Oct-14,5,6,10,2014
17-Oct-14,3,5,10,2014
16-Oct-14,1,4,10,2014
15-Oct-14,1,3,10,2014
14-Oct-14,9,2,10,2014
13-Oct-14,7,1,10,2014
12-Oct-14,4,0,10,2014
11-Oct-14,8,6,10,2014
10-Oct-14,8,5,10,2014
9-Oct-14,5,4,10,2014
8-Oct-14,1,3,10,2014
7-Oct-14,4,2,10,2014
6-Oct-14,2,1,10,2014
5-Oct-14,8,0,10,2014
4-Oct-14,6,6,10,2014
3-Oct-14,6,5,10,2014
2-Oct-14,14,4,10,2014
1-Oct-14,3,3,10,2014
30-Sep-14,7,2,9,2014
29-Sep-14,7,1,9,2014
28-Sep-14,6,0,9,2014
27-Sep-14,10,6,9,2014
26-Sep-14,5,5,9,2014
25-Sep-14,2,4,9,2014
24-Sep-14,5,3,9,2014
23-Sep-14,1,2,9,2014
22-Sep-14,4,1,9,2014
21-Sep-14,7,0,9,2014
20-Sep-14,6,6,9,2014
19-Sep-14,3,5,9,2014
18-Sep-14,1,4,9,2014
17-Sep-14,2,3,9,2014
16-Sep-14,3,2,9,2014
15-Sep-14,2,1,9,2014
14-Sep-14,4,0,9,2014
13-Sep-14,5,6,9,2014
12-Sep-14,4,5,9,2014
11-Sep-14,1,4,9,2014
10-Sep-14,4,3,9,2014
9-Sep-14,5,2,9,2014
8-Sep-14,6,1,9,2014
7-Sep-14,5,0,9,2014
6-Sep-14,2,6,9,2014
5-Sep-14,9,5,9,2014
4-Sep-14,2,4,9,2014
3-Sep-14,6,3,9,2014
2-Sep-14,5,2,9,2014
1-Sep-14,7,1,9,2014
31-Aug-14,6,0,8,2014
30-Aug-14,7,6,8,2014
29-Aug-14,7,5,8,2014
28-Aug-14,1,4,8,2014
27-Aug-14,10,3,8,2014
26-Aug-14,8,2,8,2014
25-Aug-14,10,1,8,2014
24-Aug-14,8,0,8,2014
23-Aug-14,10,6,8,2014
22-Aug-14,4,5,8,2014
21-Aug-14,1,4,8,2014
20-Aug-14,9,3,8,2014
19-Aug-14,9,2,8,2014
18-Aug-14,16,1,8,2014
17-Aug-14,10,0,8,2014
16-Aug-14,7,6,8,2014
15-Aug-14,11,5,8,2014
14-Aug-14,3,4,8,2014
13-Aug-14,10,3,8,2014
12-Aug-14,4,2,8,2014
11-Aug-14,4,1,8,2014
10-Aug-14,10,0,8,2014
9-Aug-14,4,6,8,2014
8-Aug-14,4,5,8,2014
7-Aug-14,3,4,8,2014
6-Aug-14,9,3,8,2014
5-Aug-14,7,2,8,2014
4-Aug-14,9,1,8,2014
3-Aug-14,9,0,8,2014
2-Aug-14,6,6,8,2014
1-Aug-14,5,5,8,2014
31-Jul-14,7,4,7,2014
30-Jul-14,9,3,7,2014
29-Jul-14,11,2,7,2014
28-Jul-14,9,1,7,2014
27-Jul-14,4,0,7,2014
26-Jul-14,3,6,7,2014
25-Jul-14,9,5,7,2014
24-Jul-14,13,4,7,2014
23-Jul-14,13,3,7,2014
22-Jul-14,16,2,7,2014
21-Jul-14,10,1,7,2014
20-Jul-14,8,0,7,2014
19-Jul-14,4,6,7,2014
18-Jul-14,10,5,7,2014
17-Jul-14,7,4,7,2014
16-Jul-14,12,3,7,2014
15-Jul-14,16,2,7,2014
14-Jul-14,11,1,7,2014
13-Jul-14,10,0,7,2014
12-Jul-14,3,6,7,2014
11-Jul-14,7,5,7,2014
10-Jul-14,5,4,7,2014
9-Jul-14,7,3,7,2014
8-Jul-14,8,2,7,2014
7-Jul-14,7,1,7,2014
6-Jul-14,9,0,7,2014
5-Jul-14,4,6,7,2014
4-Jul-14,8,5,7,2014
3-Jul-14,2,4,7,2014
2-Jul-14,5,3,7,2014
1-Jul-14,7,2,7,2014
30-Jun-14,10,1,6,2014
29-Jun-14,10,0,6,2014
28-Jun-14,2,6,6,2014
27-Jun-14,4,5,6,2014
26-Jun-14,7,4,6,2014
25-Jun-14,13,3,6,2014
24-Jun-14,4,2,6,2014
23-Jun-14,16,1,6,2014
22-Jun-14,17,0,6,2014
21-Jun-14,2,6,6,2014
20-Jun-14,4,5,6,2014
19-Jun-14,6,4,6,2014
18-Jun-14,4,3,6,2014
17-Jun-14,26,2,6,2014
16-Jun-14,6,1,6,2014
15-Jun-14,14,0,6,2014
14-Jun-14,5,6,6,2014
13-Jun-14,18,5,6,2014
12-Jun-14,24,4,6,2014
11-Jun-14,26,3,6,2014
10-Jun-14,12,2,6,2014
9-Jun-14,15,1,6,2014
8-Jun-14,2,0,6,2014
7-Jun-14,5,6,6,2014
6-Jun-14,15,5,6,2014
5-Jun-14,7,4,6,2014
4-Jun-14,18,3,6,2014
3-Jun-14,12,2,6,2014
2-Jun-14,9,1,6,2014
1-Jun-14,3,0,6,2014
31-May-14,7,6,5,2014
30-May-14,15,5,5,2014
29-May-14,20,4,5,2014
28-May-14,12,3,5,2014
27-May-14,17,2,5,2014
26-May-14,12,1,5,2014
25-May-14,2,0,5,2014
24-May-14,5,6,5,2014
23-May-14,12,5,5,2014
22-May-14,28,4,5,2014
21-May-14,15,3,5,2014
20-May-14,22,2,5,2014
19-May-14,9,1,5,2014
18-May-14,1,0,5,2014
17-May-14,6,6,5,2014
16-May-14,18,5,5,2014
15-May-14,24,4,5,2014
14-May-14,35,3,5,2014
13-May-14,15,2,5,2014
12-May-14,14,1,5,2014
11-May-14,7,0,5,2014
10-May-14,1,6,5,2014
9-May-14,11,5,5,2014
8-May-14,17,4,5,2014
7-May-14,18,3,5,2014
6-May-14,8,2,5,2014
5-May-14,21,1,5,2014
4-May-14,3,0,5,2014
3-May-14,5,6,5,2014
2-May-14,13,5,5,2014
1-May-14,13,4,5,2014
30-Apr-14,16,3,4,2014
29-Apr-14,17,2,4,2014
28-Apr-14,18,1,4,2014
27-Apr-14,1,0,4,2014
26-Apr-14,5,6,4,2014
25-Apr-14,10,5,4,2014
24-Apr-14,24,4,4,2014
23-Apr-14,31,3,4,2014
22-Apr-14,25,2,4,2014
21-Apr-14,15,1,4,2014
20-Apr-14,2,0,4,2014
19-Apr-14,5,6,4,2014
18-Apr-14,11,5,4,2014
17-Apr-14,14,4,4,2014
16-Apr-14,17,3,4,2014
15-Apr-14,9,2,4,2014
14-Apr-14,11,1,4,2014
13-Apr-14,2,0,4,2014
12-Apr-14,10,6,4,2014
11-Apr-14,10,5,4,2014
10-Apr-14,8,4,4,2014
9-Apr-14,13,3,4,2014
8-Apr-14,19,2,4,2014
7-Apr-14,13,1,4,2014
6-Apr-14,3,0,4,2014
5-Apr-14,2,6,4,2014
4-Apr-14,10,5,4,2014
3-Apr-14,19,4,4,2014
2-Apr-14,13,3,4,2014
1-Apr-14,11,2,4,2014
31-Mar-14,12,1,3,2014
30-Mar-14,6,0,3,2014
29-Mar-14,10,6,3,2014
28-Mar-14,10,5,3,2014
27-Mar-14,15,4,3,2014
26-Mar-14,12,3,3,2014
25-Mar-14,21,2,3,2014
24-Mar-14,11,1,3,2014
23-Mar-14,2,0,3,2014
22-Mar-14,7,6,3,2014
21-Mar-14,27,5,3,2014
20-Mar-14,13,4,3,2014
19-Mar-14,15,3,3,2014
18-Mar-14,14,2,3,2014
17-Mar-14,9,1,3,2014
16-Mar-14,3,0,3,2014
15-Mar-14,10,6,3,2014
14-Mar-14,8,5,3,2014
13-Mar-14,10,4,3,2014
12-Mar-14,11,3,3,2014
11-Mar-14,9,2,3,2014
10-Mar-14,5,1,3,2014
9-Mar-14,7,0,3,2014
8-Mar-14,11,6,3,2014
7-Mar-14,15,5,3,2014
6-Mar-14,10,4,3,2014
5-Mar-14,4,3,3,2014
4-Mar-14,21,2,3,2014
3-Mar-14,22,1,3,2014
2-Mar-14,7,0,3,2014
1-Mar-14,14,6,3,2014
28-Feb-14,11,5,2,2014
27-Feb-14,21,4,2,2014
26-Feb-14,9,3,2,2014
25-Feb-14,9,2,2,2014
24-Feb-14,14,1,2,2014
23-Feb-14,9,0,2,2014
22-Feb-14,12,6,2,2014
21-Feb-14,15,5,2,2014
20-Feb-14,13,4,2,2014
19-Feb-14,9,3,2,2014
18-Feb-14,10,2,2,2014
17-Feb-14,4,1,2,2014
16-Feb-14,6,0,2,2014
15-Feb-14,11,6,2,2014
14-Feb-14,1,5,2,2014
13-Feb-14,1,4,2,2014
12-Feb-14,16,3,2,2014
11-Feb-14,8,2,2,2014
10-Feb-14,10,1,2,2014
9-Feb-14,6,0,2,2014
8-Feb-14,9,6,2,2014
7-Feb-14,10,5,2,2014
6-Feb-14,6,4,2,2014
5-Feb-14,17,3,2,2014
4-Feb-14,5,2,2,2014
3-Feb-14,10,1,2,2014
2-Feb-14,13,0,2,2014
1-Feb-14,8,6,2,2014
31-Jan-14,5,5,1,2014
30-Jan-14,6,4,1,2014
29-Jan-14,10,3,1,2014
28-Jan-14,7,2,1,2014
27-Jan-14,9,1,1,2014
26-Jan-14,7,0,1,2014
25-Jan-14,13,6,1,2014
24-Jan-14,13,5,1,2014
23-Jan-14,5,4,1,2014
22-Jan-14,9,3,1,2014
21-Jan-14,1,2,1,2014
20-Jan-14,1,1,1,2014
19-Jan-14,7,0,1,2014
18-Jan-14,9,6,1,2014
17-Jan-14,6,5,1,2014
16-Jan-14,2,4,1,2014
15-Jan-14,4,3,1,2014
14-Jan-14,6,2,1,2014
13-Jan-14,2,1,1,2014
12-Jan-14,10,0,1,2014
11-Jan-14,4,6,1,2014
10-Jan-14,6,5,1,2014
9-Jan-14,1,4,1,2014
8-Jan-14,1,3,1,2014
7-Jan-14,2,2,1,2014
6-Jan-14,10,1,1,2014
5-Jan-14,11,0,1,2014
4-Jan-14,5,6,1,2014
3-Jan-14,2,5,1,2014
2-Jan-14,6,4,1,2014
1-Jan-14,7,3,1,2014
31-Dec-13,5,2,12,2013
30-Dec-13,8,1,12,2013
29-Dec-13,1,0,12,2013
28-Dec-13,3,6,12,2013
27-Dec-13,7,5,12,2013
26-Dec-13,4,4,12,2013
25-Dec-13,3,3,12,2013
24-Dec-13,6,2,12,2013
23-Dec-13,4,1,12,2013
22-Dec-13,4,0,12,2013
21-Dec-13,1,6,12,2013
20-Dec-13,3,5,12,2013
19-Dec-13,3,4,12,2013
18-Dec-13,7,3,12,2013
17-Dec-13,4,2,12,2013
16-Dec-13,2,1,12,2013
15-Dec-13,8,0,12,2013
14-Dec-13,2,6,12,2013
13-Dec-13,2,5,12,2013
12-Dec-13,5,4,12,2013
11-Dec-13,9,3,12,2013
10-Dec-13,8,2,12,2013
9-Dec-13,8,1,12,2013
8-Dec-13,5,0,12,2013
7-Dec-13,4,6,12,2013
6-Dec-13,8,5,12,2013
5-Dec-13,4,4,12,2013
4-Dec-13,4,3,12,2013
3-Dec-13,5,2,12,2013
2-Dec-13,7,1,12,2013
1-Dec-13,10,0,12,2013
30-Nov-13,2,6,11,2013
29-Nov-13,9,5,11,2013
28-Nov-13,5,4,11,2013
27-Nov-13,10,3,11,2013
26-Nov-13,10,2,11,2013
25-Nov-13,12,1,11,2013
24-Nov-13,9,0,11,2013
23-Nov-13,2,6,11,2013
22-Nov-13,6,5,11,2013
21-Nov-13,10,4,11,2013
20-Nov-13,13,3,11,2013
19-Nov-13,7,2,11,2013
18-Nov-13,10,1,11,2013
17-Nov-13,8,0,11,2013
16-Nov-13,4,6,11,2013
15-Nov-13,5,5,11,2013
14-Nov-13,4,4,11,2013
13-Nov-13,5,3,11,2013
12-Nov-13,6,2,11,2013
11-Nov-13,17,1,11,2013
10-Nov-13,14,0,11,2013
9-Nov-13,4,6,11,2013
8-Nov-13,10,5,11,2013
7-Nov-13,12,4,11,2013
6-Nov-13,12,3,11,2013
5-Nov-13,6,2,11,2013
4-Nov-13,10,1,11,2013
3-Nov-13,5,0,11,2013
2-Nov-13,3,6,11,2013
1-Nov-13,7,5,11,2013
31-Oct-13,9,4,10,2013
30-Oct-13,18,3,10,2013
29-Oct-13,19,2,10,2013
28-Oct-13,16,1,10,2013
27-Oct-13,1,0,10,2013
26-Oct-13,2,6,10,2013
25-Oct-13,4,5,10,2013
24-Oct-13,18,4,10,2013
23-Oct-13,16,3,10,2013
22-Oct-13,8,2,10,2013
21-Oct-13,7,1,10,2013
20-Oct-13,16,0,10,2013
19-Oct-13,1,6,10,2013
18-Oct-13,7,5,10,2013
17-Oct-13,20,4,10,2013
16-Oct-13,17,3,10,2013
15-Oct-13,12,2,10,2013
14-Oct-13,19,1,10,2013
13-Oct-13,6,0,10,2013
12-Oct-13,2,6,10,2013
11-Oct-13,5,5,10,2013
10-Oct-13,7,4,10,2013
9-Oct-13,16,3,10,2013
8-Oct-13,22,2,10,2013
7-Oct-13,16,1,10,2013
6-Oct-13,8,0,10,2013
5-Oct-13,1,6,10,2013
4-Oct-13,11,5,10,2013
3-Oct-13,11,4,10,2013
2-Oct-13,23,3,10,2013
1-Oct-13,20,2,10,2013
30-Sep-13,21,1,9,2013
29-Sep-13,14,0,9,2013
28-Sep-13,3,6,9,2013
27-Sep-13,5,5,9,2013
26-Sep-13,18,4,9,2013
25-Sep-13,12,3,9,2013
24-Sep-13,11,2,9,2013
23-Sep-13,15,1,9,2013
22-Sep-13,10,0,9,2013
21-Sep-13,3,6,9,2013
20-Sep-13,4,5,9,2013
19-Sep-13,15,4,9,2013
18-Sep-13,14,3,9,2013
17-Sep-13,18,2,9,2013
16-Sep-13,10,1,9,2013
15-Sep-13,1,0,9,2013
14-Sep-13,3,6,9,2013
13-Sep-13,10,5,9,2013
12-Sep-13,11,4,9,2013
11-Sep-13,13,3,9,2013
10-Sep-13,15,2,9,2013
9-Sep-13,5,1,9,2013
8-Sep-13,1,0,9,2013
7-Sep-13,3,6,9,2013
6-Sep-13,9,5,9,2013
5-Sep-13,12,4,9,2013
4-Sep-13,11,3,9,2013
3-Sep-13,11,2,9,2013
2-Sep-13,14,1,9,2013
1-Sep-13,3,0,9,2013
31-Aug-13,6,6,8,2013
30-Aug-13,16,5,8,2013
29-Aug-13,2,4,8,2013
28-Aug-13,10,3,8,2013
27-Aug-13,13,2,8,2013
26-Aug-13,7,1,8,2013
25-Aug-13,6,0,8,2013
24-Aug-13,6,6,8,2013
23-Aug-13,10,5,8,2013
22-Aug-13,15,4,8,2013
21-Aug-13,15,3,8,2013
20-Aug-13,15,2,8,2013
19-Aug-13,8,1,8,2013
18-Aug-13,6,0,8,2013
17-Aug-13,8,6,8,2013
16-Aug-13,11,5,8,2013
15-Aug-13,16,4,8,2013
14-Aug-13,5,3,8,2013
13-Aug-13,3,2,8,2013
12-Aug-13,9,1,8,2013
11-Aug-13,2,0,8,2013
10-Aug-13,4,6,8,2013
9-Aug-13,4,5,8,2013
8-Aug-13,3,4,8,2013
7-Aug-13,11,3,8,2013
6-Aug-13,5,2,8,2013
5-Aug-13,5,1,8,2013
4-Aug-13,4,0,8,2013
3-Aug-13,5,6,8,2013
2-Aug-13,9,5,8,2013
1-Aug-13,12,4,8,2013
31-Jul-13,15,3,7,2013
30-Jul-13,7,2,7,2013
29-Jul-13,5,1,7,2013
28-Jul-13,1,0,7,2013
27-Jul-13,5,6,7,2013
26-Jul-13,7,5,7,2013
25-Jul-13,15,4,7,2013
24-Jul-13,10,3,7,2013
23-Jul-13,10,2,7,2013
22-Jul-13,2,1,7,2013
21-Jul-13,4,0,7,2013
20-Jul-13,2,6,7,2013
19-Jul-13,8,5,7,2013
18-Jul-13,12,4,7,2013
17-Jul-13,7,3,7,2013
16-Jul-13,9,2,7,2013
15-Jul-13,8,1,7,2013
14-Jul-13,6,0,7,2013
13-Jul-13,10,6,7,2013
12-Jul-13,15,5,7,2013
11-Jul-13,25,4,7,2013
10-Jul-13,15,3,7,2013
9-Jul-13,9,2,7,2013
8-Jul-13,14,1,7,2013
7-Jul-13,2,0,7,2013
6-Jul-13,2,6,7,2013
5-Jul-13,17,5,7,2013
4-Jul-13,13,4,7,2013
3-Jul-13,20,3,7,2013
2-Jul-13,29,2,7,2013
1-Jul-13,11,1,7,2013
30-Jun-13,4,0,6,2013
29-Jun-13,7,6,6,2013
28-Jun-13,18,5,6,2013
27-Jun-13,27,4,6,2013
26-Jun-13,16,3,6,2013
25-Jun-13,25,2,6,2013
24-Jun-13,6,1,6,2013
23-Jun-13,4,0,6,2013
22-Jun-13,4,6,6,2013
21-Jun-13,9,5,6,2013
20-Jun-13,21,4,6,2013
19-Jun-13,11,3,6,2013
18-Jun-13,13,2,6,2013
17-Jun-13,9,1,6,2013
16-Jun-13,2,0,6,2013
15-Jun-13,4,6,6,2013
14-Jun-13,15,5,6,2013
13-Jun-13,23,4,6,2013
12-Jun-13,16,3,6,2013
11-Jun-13,12,2,6,2013
10-Jun-13,12,1,6,2013
9-Jun-13,4,0,6,2013
8-Jun-13,3,6,6,2013
7-Jun-13,9,5,6,2013
6-Jun-13,7,4,6,2013
5-Jun-13,8,3,6,2013
4-Jun-13,13,2,6,2013
3-Jun-13,9,1,6,2013
2-Jun-13,2,0,6,2013
1-Jun-13,2,6,6,2013
31-May-13,8,5,5,2013
30-May-13,5,4,5,2013
29-May-13,7,3,5,2013
28-May-13,12,2,5,2013
27-May-13,9,1,5,2013
26-May-13,2,0,5,2013
25-May-13,7,6,5,2013
24-May-13,7,5,5,2013
23-May-13,14,4,5,2013
22-May-13,14,3,5,2013
21-May-13,14,2,5,2013
20-May-13,4,1,5,2013
19-May-13,4,0,5,2013
18-May-13,14,6,5,2013
17-May-13,22,5,5,2013
16-May-13,17,4,5,2013
15-May-13,10,3,5,2013
14-May-13,13,2,5,2013
13-May-13,3,1,5,2013
12-May-13,5,0,5,2013
11-May-13,17,6,5,2013
10-May-13,15,5,5,2013
9-May-13,14,4,5,2013
8-May-13,20,3,5,2013
7-May-13,9,2,5,2013
6-May-13,5,1,5,2013
5-May-13,8,0,5,2013
4-May-13,10,6,5,2013
3-May-13,11,5,5,2013
2-May-13,8,4,5,2013
1-May-13,12,3,5,2013
30-Apr-13,15,2,4,2013
29-Apr-13,3,1,4,2013
28-Apr-13,3,0,4,2013
27-Apr-13,13,6,4,2013
26-Apr-13,17,5,4,2013
25-Apr-13,13,4,4,2013
24-Apr-13,10,3,4,2013
23-Apr-13,9,2,4,2013
22-Apr-13,2,1,4,2013
21-Apr-13,7,0,4,2013
20-Apr-13,10,6,4,2013
19-Apr-13,14,5,4,2013
18-Apr-13,9,4,4,2013
17-Apr-13,14,3,4,2013
16-Apr-13,6,2,4,2013
15-Apr-13,2,1,4,2013
14-Apr-13,3,0,4,2013
13-Apr-13,15,6,4,2013
12-Apr-13,17,5,4,2013
11-Apr-13,19,4,4,2013
10-Apr-13,16,3,4,2013
9-Apr-13,17,2,4,2013
8-Apr-13,1,1,4,2013
7-Apr-13,3,0,4,2013
6-Apr-13,17,6,4,2013
5-Apr-13,19,5,4,2013
4-Apr-13,10,4,4,2013
3-Apr-13,23,3,4,2013
2-Apr-13,9,2,4,2013
1-Apr-13,5,1,4,2013
31-Mar-13,5,0,3,2013
30-Mar-13,15,6,3,2013
29-Mar-13,18,5,3,2013
28-Mar-13,16,4,3,2013
27-Mar-13,18,3,3,2013
26-Mar-13,16,2,3,2013
25-Mar-13,1,1,3,2013
24-Mar-13,2,0,3,2013
23-Mar-13,6,6,3,2013
22-Mar-13,15,5,3,2013
21-Mar-13,9,4,3,2013
20-Mar-13,15,3,3,2013
19-Mar-13,1,2,3,2013
18-Mar-13,1,1,3,2013
17-Mar-13,1,0,3,2013
16-Mar-13,13,6,3,2013
15-Mar-13,17,5,3,2013
14-Mar-13,18,4,3,2013
13-Mar-13,11,3,3,2013
12-Mar-13,6,2,3,2013
11-Mar-13,2,1,3,2013
10-Mar-13,4,0,3,2013
9-Mar-13,18,6,3,2013
8-Mar-13,13,5,3,2013
7-Mar-13,12,4,3,2013
6-Mar-13,17,3,3,2013
5-Mar-13,13,2,3,2013
