Date,TotalAppointments,DayOfWeek,Month,Year
4-Mar-13,4,1,3,2013
3-Mar-13,2,0,3,2013
2-Mar-13,14,6,3,2013
1-Mar-13,26,5,3,2013
28-Feb-13,15,4,2,2013
27-Feb-13,1,3,2,2013
26-Feb-13,11,2,2,2013
25-Feb-13,1,1,2,2013
24-Feb-13,22,0,2,2013
23-Feb-13,28,6,2,2013
22-Feb-13,1,5,2,2013
21-Feb-13,1,4,2,2013
20-Feb-13,1,3,2,2013
19-Feb-13,3,2,2,2013
18-Feb-13,21,1,2,2013
17-Feb-13,24,0,2,2013
16-Feb-13,18,6,2,2013
15-Feb-13,17,5,2,2013
14-Feb-13,11,4,2,2013
13-Feb-13,5,3,2,2013
12-Feb-13,15,2,2,2013
11-Feb-13,33,1,2,2013
10-Feb-13,24,0,2,2013
9-Feb-13,14,6,2,2013
8-Feb-13,10,5,2,2013
7-Feb-13,2,4,2,2013
6-Feb-13,5,3,2,2013
5-Feb-13,14,2,2,2013
4-Feb-13,15,1,2,2013
3-Feb-13,16,0,2,2013
2-Feb-13,18,6,2,2013
1-Feb-13,8,5,2,2013
31-Jan-13,1,4,1,2013
30-Jan-13,3,3,1,2013
29-Jan-13,15,2,1,2013
28-Jan-13,25,1,1,2013
27-Jan-13,19,0,1,2013
26-Jan-13,14,6,1,2013
25-Jan-13,23,5,1,2013
24-Jan-13,1,4,1,2013
23-Jan-13,2,3,1,2013
22-Jan-13,20,2,1,2013
21-Jan-13,22,1,1,2013
20-Jan-13,15,0,1,2013
19-Jan-13,4,6,1,2013
18-Jan-13,5,5,1,2013
17-Jan-13,17,4,1,2013
16-Jan-13,18,3,1,2013
15-Jan-13,25,2,1,2013
14-Jan-13,23,1,1,2013
13-Jan-13,10,0,1,2013
12-Jan-13,4,6,1,2013
11-Jan-13,6,5,1,2013
10-Jan-13,15,4,1,2013
9-Jan-13,24,3,1,2013
8-Jan-13,17,2,1,2013
7-Jan-13,17,1,1,2013
6-Jan-13,16,0,1,2013
5-Jan-13,1,6,1,2013
4-Jan-13,1,5,1,2013
3-Jan-13,12,4,1,2013
2-Jan-13,21,3,1,2013
1-Jan-13,14,2,1,2013
31-Dec-12,17,1,12,2012
30-Dec-12,16,0,12,2012
29-Dec-12,4,6,12,2012
28-Dec-12,6,5,12,2012
27-Dec-12,18,4,12,2012
26-Dec-12,22,3,12,2012
25-Dec-12,13,2,12,2012
24-Dec-12,16,1,12,2012
23-Dec-12,11,0,12,2012
22-Dec-12,5,6,12,2012
21-Dec-12,10,5,12,2012
20-Dec-12,11,4,12,2012
19-Dec-12,18,3,12,2012
18-Dec-12,15,2,12,2012
17-Dec-12,21,1,12,2012
16-Dec-12,18,0,12,2012
15-Dec-12,5,6,12,2012
14-Dec-12,3,5,12,2012
13-Dec-12,12,4,12,2012
12-Dec-12,17,3,12,2012
11-Dec-12,20,2,12,2012
10-Dec-12,25,1,12,2012
9-Dec-12,17,0,12,2012
8-Dec-12,3,6,12,2012
7-Dec-12,6,5,12,2012
6-Dec-12,19,4,12,2012
5-Dec-12,21,3,12,2012
4-Dec-12,22,2,12,2012
3-Dec-12,23,1,12,2012
2-Dec-12,16,0,12,2012
1-Dec-12,9,6,12,2012
30-Nov-12,11,5,11,2012
29-Nov-12,17,4,11,2012
28-Nov-12,24,3,11,2012
27-Nov-12,28,2,11,2012
26-Nov-12,19,1,11,2012
25-Nov-12,14,0,11,2012
24-Nov-12,4,6,11,2012
23-Nov-12,4,5,11,2012
22-Nov-12,19,4,11,2012
21-Nov-12,19,3,11,2012
20-Nov-12,22,2,11,2012
19-Nov-12,24,1,11,2012
18-Nov-12,17,0,11,2012
17-Nov-12,3,6,11,2012
16-Nov-12,6,5,11,2012
15-Nov-12,19,4,11,2012
14-Nov-12,25,3,11,2012
13-Nov-12,26,2,11,2012
12-Nov-12,20,1,11,2012
11-Nov-12,11,0,11,2012
10-Nov-12,3,6,11,2012
9-Nov-12,3,5,11,2012
8-Nov-12,16,4,11,2012
7-Nov-12,18,3,11,2012
6-Nov-12,20,2,11,2012
5-Nov-12,25,1,11,2012
4-Nov-12,4,0,11,2012
3-Nov-12,3,6,11,2012
2-Nov-12,7,5,11,2012
1-Nov-12,19,4,11,2012
31-Oct-12,22,3,10,2012
30-Oct-12,28,2,10,2012
29-Oct-12,30,1,10,2012
28-Oct-12,19,0,10,2012
27-Oct-12,2,6,10,2012
26-Oct-12,2,5,10,2012
25-Oct-12,15,4,10,2012
24-Oct-12,22,3,10,2012
23-Oct-12,25,2,10,2012
22-Oct-12,32,1,10,2012
21-Oct-12,24,0,10,2012
20-Oct-12,3,6,10,2012
19-Oct-12,2,5,10,2012
18-Oct-12,15,4,10,2012
17-Oct-12,20,3,10,2012
16-Oct-12,17,2,10,2012
15-Oct-12,24,1,10,2012
14-Oct-12,24,0,10,2012
13-Oct-12,5,6,10,2012
12-Oct-12,9,5,10,2012
11-Oct-12,12,4,10,2012
10-Oct-12,27,3,10,2012
9-Oct-12,22,2,10,2012
8-Oct-12,23,1,10,2012
7-Oct-12,20,0,10,2012
6-Oct-12,2,6,10,2012
5-Oct-12,2,5,10,2012
4-Oct-12,7,4,10,2012
3-Oct-12,28,3,10,2012
2-Oct-12,23,2,10,2012
1-Oct-12,28,1,10,2012
30-Sep-12,13,0,9,2012
29-Sep-12,3,6,9,2012
28-Sep-12,4,5,9,2012
27-Sep-12,16,4,9,2012
26-Sep-12,23,3,9,2012
25-Sep-12,16,2,9,2012
24-Sep-12,22,1,9,2012
23-Sep-12,20,0,9,2012
22-Sep-12,2,6,9,2012
21-Sep-12,3,5,9,2012
20-Sep-12,11,4,9,2012
19-Sep-12,22,3,9,2012
18-Sep-12,17,2,9,2012
17-Sep-12,32,1,9,2012
16-Sep-12,21,0,9,2012
15-Sep-12,2,6,9,2012
14-Sep-12,2,5,9,2012
13-Sep-12,17,4,9,2012
12-Sep-12,28,3,9,2012
11-Sep-12,25,2,9,2012
10-Sep-12,39,1,9,2012
9-Sep-12,17,0,9,2012
8-Sep-12,2,6,9,2012
7-Sep-12,3,5,9,2012
6-Sep-12,16,4,9,2012
5-Sep-12,38,3,9,2012
4-Sep-12,5,2,9,2012
3-Sep-12,29,1,9,2012
2-Sep-12,27,0,9,2012
1-Sep-12,2,6,9,2012
31-Aug-12,4,5,8,2012
30-Aug-12,18,4,8,2012
29-Aug-12,22,3,8,2012
28-Aug-12,22,2,8,2012
27-Aug-12,33,1,8,2012
26-Aug-12,16,0,8,2012
25-Aug-12,5,6,8,2012
24-Aug-12,4,5,8,2012
23-Aug-12,23,4,8,2012
22-Aug-12,31,3,8,2012
21-Aug-12,20,2,8,2012
20-Aug-12,30,1,8,2012
19-Aug-12,20,0,8,2012
18-Aug-12,4,6,8,2012
17-Aug-12,5,5,8,2012
16-Aug-12,16,4,8,2012
15-Aug-12,39,3,8,2012
14-Aug-12,29,2,8,2012
13-Aug-12,26,1,8,2012
12-Aug-12,21,0,8,2012
11-Aug-12,1,6,8,2012
10-Aug-12,6,5,8,2012
9-Aug-12,23,4,8,2012
8-Aug-12,27,3,8,2012
7-Aug-12,26,2,8,2012
6-Aug-12,28,1,8,2012
5-Aug-12,20,0,8,2012
4-Aug-12,3,6,8,2012
3-Aug-12,3,5,8,2012
2-Aug-12,15,4,8,2012
1-Aug-12,29,3,8,2012
31-Jul-12,24,2,7,2012
30-Jul-12,30,1,7,2012
29-Jul-12,1,0,7,2012
28-Jul-12,5,6,7,2012
27-Jul-12,6,5,7,2012
26-Jul-12,13,4,7,2012
25-Jul-12,25,3,7,2012
24-Jul-12,27,2,7,2012
23-Jul-12,25,1,7,2012
22-Jul-12,20,0,7,2012
21-Jul-12,1,6,7,2012
20-Jul-12,9,5,7,2012
19-Jul-12,13,4,7,2012
18-Jul-12,26,3,7,2012
17-Jul-12,18,2,7,2012
16-Jul-12,27,1,7,2012
15-Jul-12,17,0,7,2012
14-Jul-12,3,6,7,2012
13-Jul-12,3,5,7,2012
12-Jul-12,13,4,7,2012
11-Jul-12,16,3,7,2012
10-Jul-12,21,2,7,2012
9-Jul-12,14,1,7,2012
8-Jul-12,15,0,7,2012
7-Jul-12,1,6,7,2012
6-Jul-12,3,5,7,2012
5-Jul-12,6,4,7,2012
4-Jul-12,17,3,7,2012
3-Jul-12,17,2,7,2012
2-Jul-12,14,1,7,2012
1-Jul-12,14,0,7,2012
30-Jun-12,1,6,6,2012
29-Jun-12,5,5,6,2012
28-Jun-12,17,4,6,2012
27-Jun-12,24,3,6,2012
26-Jun-12,24,2,6,2012
25-Jun-12,23,1,6,2012
24-Jun-12,24,0,6,2012
23-Jun-12,5,6,6,2012
22-Jun-12,5,5,6,2012
21-Jun-12,14,4,6,2012
20-Jun-12,18,3,6,2012
19-Jun-12,27,2,6,2012
18-Jun-12,24,1,6,2012
17-Jun-12,23,0,6,2012
16-Jun-12,1,6,6,2012
15-Jun-12,5,5,6,2012
14-Jun-12,8,4,6,2012
13-Jun-12,16,3,6,2012
12-Jun-12,18,2,6,2012
11-Jun-12,19,1,6,2012
10-Jun-12,23,0,6,2012
9-Jun-12,1,6,6,2012
8-Jun-12,3,5,6,2012
7-Jun-12,13,4,6,2012
6-Jun-12,22,3,6,2012
5-Jun-12,13,2,6,2012
4-Jun-12,18,1,6,2012
3-Jun-12,20,0,6,2012
2-Jun-12,3,6,6,2012
1-Jun-12,4,5,6,2012
31-May-12,8,4,5,2012
30-May-12,20,3,5,2012
29-May-12,19,2,5,2012
28-May-12,18,1,5,2012
27-May-12,12,0,5,2012
26-May-12,1,6,5,2012
25-May-12,4,5,5,2012
24-May-12,9,4,5,2012
23-May-12,28,3,5,2012
22-May-12,17,2,5,2012
21-May-12,20,1,5,2012
20-May-12,17,0,5,2012
19-May-12,4,6,5,2012
18-May-12,7,5,5,2012
17-May-12,14,4,5,2012
16-May-12,33,3,5,2012
15-May-12,18,2,5,2012
14-May-12,25,1,5,2012
13-May-12,22,0,5,2012
12-May-12,2,6,5,2012
11-May-12,4,5,5,2012
10-May-12,18,4,5,2012
9-May-12,31,3,5,2012
8-May-12,26,2,5,2012
7-May-12,24,1,5,2012
6-May-12,17,0,5,2012
5-May-12,2,6,5,2012
4-May-12,7,5,5,2012
3-May-12,23,4,5,2012
2-May-12,30,3,5,2012
1-May-12,16,2,5,2012
30-Apr-12,22,1,4,2012
29-Apr-12,29,0,4,2012
28-Apr-12,3,6,4,2012
27-Apr-12,6,5,4,2012
26-Apr-12,15,4,4,2012
25-Apr-12,25,3,4,2012
24-Apr-12,20,2,4,2012
23-Apr-12,18,1,4,2012
22-Apr-12,16,0,4,2012
21-Apr-12,1,6,4,2012
20-Apr-12,4,5,4,2012
19-Apr-12,16,4,4,2012
18-Apr-12,21,3,4,2012
17-Apr-12,22,2,4,2012
16-Apr-12,20,1,4,2012
15-Apr-12,15,0,4,2012
14-Apr-12,4,6,4,2012
13-Apr-12,6,5,4,2012
12-Apr-12,20,4,4,2012
11-Apr-12,27,3,4,2012
10-Apr-12,25,2,4,2012
9-Apr-12,30,1,4,2012
8-Apr-12,12,0,4,2012
7-Apr-12,3,6,4,2012
6-Apr-12,6,5,4,2012
5-Apr-12,19,4,4,2012
4-Apr-12,28,3,4,2012
3-Apr-12,28,2,4,2012
2-Apr-12,17,1,4,2012
1-Apr-12,21,0,4,2012
31-Mar-12,2,6,3,2012
30-Mar-12,2,5,3,2012
29-Mar-12,22,4,3,2012
28-Mar-12,25,3,3,2012
27-Mar-12,27,2,3,2012
26-Mar-12,18,1,3,2012
25-Mar-12,13,0,3,2012
24-Mar-12,2,6,3,2012
23-Mar-12,4,5,3,2012
22-Mar-12,14,4,3,2012
21-Mar-12,17,3,3,2012
20-Mar-12,21,2,3,2012
19-Mar-12,19,1,3,2012
18-Mar-12,1,0,3,2012
17-Mar-12,6,6,3,2012
16-Mar-12,17,5,3,2012
15-Mar-12,15,4,3,2012
14-Mar-12,17,3,3,2012
13-Mar-12,20,2,3,2012
12-Mar-12,11,1,3,2012
11-Mar-12,6,0,3,2012
10-Mar-12,12,6,3,2012
9-Mar-12,19,5,3,2012
8-Mar-12,19,4,3,2012
7-Mar-12,20,3,3,2012
6-Mar-12,12,2,3,2012
5-Mar-12,3,1,3,2012
4-Mar-12,12,0,3,2012
3-Mar-12,11,6,3,2012
2-Mar-12,13,5,3,2012
1-Mar-12,15,4,3,2012
29-Feb-12,16,3,2,2012
28-Feb-12,13,2,2,2012
27-Feb-12,18,1,2,2012
26-Feb-12,3,0,2,2012
25-Feb-12,6,6,2,2012
24-Feb-12,9,5,2,2012
23-Feb-12,16,4,2,2012
22-Feb-12,17,3,2,2012
21-Feb-12,13,2,2,2012
20-Feb-12,6,1,2,2012
19-Feb-12,2,0,2,2012
18-Feb-12,10,6,2,2012
17-Feb-12,19,5,2,2012
16-Feb-12,12,4,2,2012
15-Feb-12,18,3,2,2012
14-Feb-12,8,2,2,2012
13-Feb-12,2,1,2,2012
12-Feb-12,4,0,2,2012
11-Feb-12,10,6,2,2012
10-Feb-12,20,5,2,2012
9-Feb-12,15,4,2,2012
8-Feb-12,19,3,2,2012
7-Feb-12,11,2,2,2012
6-Feb-12,2,1,2,2012
5-Feb-12,17,0,2,2012
4-Feb-12,15,6,2,2012
3-Feb-12,9,5,2,2012
2-Feb-12,3,4,2,2012
1-Feb-12,3,3,2,2012
31-Jan-12,7,2,1,2012
30-Jan-12,15,1,1,2012
29-Jan-12,24,0,1,2012
28-Jan-12,14,6,1,2012
27-Jan-12,14,5,1,2012
26-Jan-12,5,4,1,2012
25-Jan-12,4,3,1,2012
24-Jan-12,10,2,1,2012
23-Jan-12,12,1,1,2012
22-Jan-12,14,0,1,2012
21-Jan-12,16,6,1,2012
20-Jan-12,12,5,1,2012
19-Jan-12,2,4,1,2012
18-Jan-12,5,3,1,2012
17-Jan-12,11,2,1,2012
16-Jan-12,20,1,1,2012
15-Jan-12,25,0,1,2012
14-Jan-12,12,6,1,2012
13-Jan-12,13,5,1,2012
12-Jan-12,1,4,1,2012
11-Jan-12,4,3,1,2012
10-Jan-12,8,2,1,2012
9-Jan-12,19,1,1,2012
8-Jan-12,24,0,1,2012
7-Jan-12,18,6,1,2012
6-Jan-12,18,5,1,2012
5-Jan-12,2,4,1,2012
4-Jan-12,2,3,1,2012
3-Jan-12,19,2,1,2012
2-Jan-12,20,1,1,2012
1-Jan-12,24,0,1,2012
31-Dec-11,13,6,12,2011
30-Dec-11,19,5,12,2011
29-Dec-11,4,4,12,2011
28-Dec-11,2,3,12,2011
27-Dec-11,10,2,12,2011
26-Dec-11,15,1,12,2011
25-Dec-11,26,0,12,2011
24-Dec-11,22,6,12,2011
23-Dec-11,8,5,12,2011
22-Dec-11,1,4,12,2011
21-Dec-11,5,3,12,2011
20-Dec-11,7,2,12,2011
19-Dec-11,29,1,12,2011
18-Dec-11,28,0,12,2011
17-Dec-11,13,6,12,2011
16-Dec-11,16,5,12,2011
15-Dec-11,4,4,12,2011
14-Dec-11,5,3,12,2011
13-Dec-11,6,2,12,2011
12-Dec-11,8,1,12,2011
11-Dec-11,13,0,12,2011
10-Dec-11,13,6,12,2011
9-Dec-11,9,5,12,2011
8-Dec-11,6,4,12,2011
7-Dec-11,2,3,12,2011
6-Dec-11,7,2,12,2011
5-Dec-11,22,1,12,2011
4-Dec-11,13,0,12,2011
3-Dec-11,19,6,12,2011
2-Dec-11,5,5,12,2011
1-Dec-11,2,4,12,2011
30-Nov-11,3,3,11,2011
29-Nov-11,6,2,11,2011
28-Nov-11,18,1,11,2011
27-Nov-11,17,0,11,2011
26-Nov-11,20,6,11,2011
25-Nov-11,20,5,11,2011
24-Nov-11,1,4,11,2011
23-Nov-11,3,3,11,2011
22-Nov-11,13,2,11,2011
21-Nov-11,24,1,11,2011
20-Nov-11,19,0,11,2011
19-Nov-11,30,6,11,2011
18-Nov-11,3,5,11,2011
17-Nov-11,5,4,11,2011
16-Nov-11,15,3,11,2011
15-Nov-11,26,2,11,2011
14-Nov-11,27,1,11,2011
13-Nov-11,27,0,11,2011
12-Nov-11,11,6,11,2011
11-Nov-11,1,5,11,2011
10-Nov-11,3,4,11,2011
9-Nov-11,22,3,11,2011
8-Nov-11,18,2,11,2011
7-Nov-11,19,1,11,2011
6-Nov-11,21,0,11,2011
5-Nov-11,18,6,11,2011
4-Nov-11,5,5,11,2011
3-Nov-11,8,4,11,2011
2-Nov-11,15,3,11,2011
1-Nov-11,21,2,11,2011
31-Oct-11,27,1,10,2011
30-Oct-11,15,0,10,2011
29-Oct-11,12,6,10,2011
28-Oct-11,3,5,10,2011
27-Oct-11,4,4,10,2011
26-Oct-11,20,3,10,2011
25-Oct-11,23,2,10,2011
24-Oct-11,26,1,10,2011
23-Oct-11,22,0,10,2011
22-Oct-11,13,6,10,2011
21-Oct-11,1,5,10,2011
20-Oct-11,1,4,10,2011
19-Oct-11,8,3,10,2011
18-Oct-11,24,2,10,2011
17-Oct-11,29,1,10,2011
16-Oct-11,29,0,10,2011
15-Oct-11,16,6,10,2011
14-Oct-11,2,5,10,2011
13-Oct-11,6,4,10,2011
12-Oct-11,25,3,10,2011
11-Oct-11,23,2,10,2011
10-Oct-11,9,1,10,2011
9-Oct-11,14,0,10,2011
8-Oct-11,14,6,10,2011
7-Oct-11,4,5,10,2011
6-Oct-11,6,4,10,2011
5-Oct-11,7,3,10,2011
4-Oct-11,22,2,10,2011
3-Oct-11,27,1,10,2011
2-Oct-11,23,0,10,2011
1-Oct-11,9,6,10,2011
30-Sep-11,4,5,9,2011
29-Sep-11,19,4,9,2011
28-Sep-11,33,3,9,2011
27-Sep-11,23,2,9,2011
26-Sep-11,24,1,9,2011
25-Sep-11,19,0,9,2011
24-Sep-11,1,6,9,2011
23-Sep-11,4,5,9,2011
22-Sep-11,12,4,9,2011
21-Sep-11,14,3,9,2011
20-Sep-11,15,2,9,2011
19-Sep-11,24,1,9,2011
18-Sep-11,4,0,9,2011
17-Sep-11,9,6,9,2011
16-Sep-11,19,5,9,2011
15-Sep-11,27,4,9,2011
14-Sep-11,17,3,9,2011
13-Sep-11,24,2,9,2011
12-Sep-11,19,1,9,2011
11-Sep-11,1,0,9,2011
10-Sep-11,12,6,9,2011
9-Sep-11,24,5,9,2011
8-Sep-11,29,4,9,2011
7-Sep-11,23,3,9,2011
6-Sep-11,10,2,9,2011
5-Sep-11,1,1,9,2011
4-Sep-11,1,0,9,2011
3-Sep-11,14,6,9,2011
2-Sep-11,29,5,9,2011
1-Sep-11,20,4,9,2011
31-Aug-11,27,3,8,2011
30-Aug-11,14,2,8,2011
29-Aug-11,2,1,8,2011
28-Aug-11,4,0,8,2011
27-Aug-11,15,6,8,2011
26-Aug-11,22,5,8,2011
25-Aug-11,21,4,8,2011
24-Aug-11,25,3,8,2011
23-Aug-11,5,2,8,2011
22-Aug-11,1,1,8,2011
21-Aug-11,17,0,8,2011
20-Aug-11,23,6,8,2011
19-Aug-11,17,5,8,2011
18-Aug-11,26,4,8,2011
17-Aug-11,2,3,8,2011
16-Aug-11,3,2,8,2011
15-Aug-11,20,1,8,2011
14-Aug-11,27,0,8,2011
13-Aug-11,22,6,8,2011
12-Aug-11,20,5,8,2011
11-Aug-11,17,4,8,2011
10-Aug-11,3,3,8,2011
9-Aug-11,3,2,8,2011
8-Aug-11,12,1,8,2011
7-Aug-11,20,0,8,2011
6-Aug-11,19,6,8,2011
5-Aug-11,32,5,8,2011
4-Aug-11,16,4,8,2011
3-Aug-11,6,3,8,2011
2-Aug-11,2,2,8,2011
1-Aug-11,13,1,8,2011
31-Jul-11,24,0,7,2011
30-Jul-11,26,6,7,2011
29-Jul-11,22,5,7,2011
28-Jul-11,22,4,7,2011
27-Jul-11,1,3,7,2011
26-Jul-11,8,2,7,2011
25-Jul-11,19,1,7,2011
24-Jul-11,17,0,7,2011
23-Jul-11,29,6,7,2011
22-Jul-11,17,5,7,2011
21-Jul-11,3,4,7,2011
20-Jul-11,3,3,7,2011
19-Jul-11,16,2,7,2011
18-Jul-11,32,1,7,2011
17-Jul-11,26,0,7,2011
16-Jul-11,25,6,7,2011
15-Jul-11,17,5,7,2011
14-Jul-11,2,4,7,2011
13-Jul-11,13,3,7,2011
12-Jul-11,22,2,7,2011
11-Jul-11,21,1,7,2011
10-Jul-11,19,0,7,2011
9-Jul-11,18,6,7,2011
8-Jul-11,3,5,7,2011
7-Jul-11,15,4,7,2011
6-Jul-11,20,3,7,2011
5-Jul-11,27,2,7,2011
4-Jul-11,27,1,7,2011
3-Jul-11,21,0,7,2011
2-Jul-11,1,6,7,2011
1-Jul-11,15,5,7,2011
30-Jun-11,19,4,6,2011
29-Jun-11,18,3,6,2011
28-Jun-11,25,2,6,2011
27-Jun-11,11,1,6,2011
26-Jun-11,3,0,6,2011
25-Jun-11,14,6,6,2011
24-Jun-11,19,5,6,2011
23-Jun-11,18,4,6,2011
22-Jun-11,30,3,6,2011
21-Jun-11,13,2,6,2011
20-Jun-11,1,1,6,2011
19-Jun-11,3,0,6,2011
18-Jun-11,13,6,6,2011
17-Jun-11,28,5,6,2011
16-Jun-11,21,4,6,2011
15-Jun-11,33,3,6,2011
14-Jun-11,17,2,6,2011
13-Jun-11,2,1,6,2011
12-Jun-11,2,0,6,2011
11-Jun-11,16,6,6,2011
10-Jun-11,32,5,6,2011
9-Jun-11,30,4,6,2011
8-Jun-11,24,3,6,2011
7-Jun-11,15,2,6,2011
6-Jun-11,1,1,6,2011
5-Jun-11,4,0,6,2011
4-Jun-11,12,6,6,2011
3-Jun-11,23,5,6,2011
2-Jun-11,29,4,6,2011
1-Jun-11,31,3,6,2011
31-May-11,23,2,5,2011
30-May-11,3,1,5,2011
29-May-11,13,0,5,2011
28-May-11,22,6,5,2011
27-May-11,26,5,5,2011
26-May-11,25,4,5,2011
25-May-11,16,3,5,2011
24-May-11,3,2,5,2011
23-May-11,6,1,5,2011
22-May-11,12,0,5,2011
21-May-11,27,6,5,2011
20-May-11,26,5,5,2011
19-May-11,31,4,5,2011
18-May-11,15,3,5,2011
17-May-11,12,2,5,2011
16-May-11,18,1,5,2011
15-May-11,28,0,5,2011
14-May-11,29,6,5,2011
13-May-11,21,5,5,2011
12-May-11,2,4,5,2011
11-May-11,11,3,5,2011
10-May-11,23,2,5,2011
9-May-11,22,1,5,2011
8-May-11,31,0,5,2011
7-May-11,19,6,5,2011
6-May-11,1,5,5,2011
5-May-11,1,4,5,2011
4-May-11,4,3,5,2011
3-May-11,27,2,5,2011
2-May-11,20,1,5,2011
1-May-11,28,0,5,2011
30-Apr-11,15,6,4,2011
29-Apr-11,2,5,4,2011
28-Apr-11,5,4,4,2011
27-Apr-11,12,3,4,2011
26-Apr-11,21,2,4,2011
25-Apr-11,11,1,4,2011
24-Apr-11,25,0,4,2011
23-Apr-11,18,6,4,2011
22-Apr-11,4,5,4,2011
21-Apr-11,14,4,4,2011
20-Apr-11,22,3,4,2011
19-Apr-11,19,2,4,2011
18-Apr-11,28,1,4,2011
17-Apr-11,1,0,4,2011
16-Apr-11,6,6,4,2011
15-Apr-11,11,5,4,2011
14-Apr-11,34,4,4,2011
13-Apr-11,23,3,4,2011
12-Apr-11,29,2,4,2011
11-Apr-11,16,1,4,2011
10-Apr-11,2,0,4,2011
9-Apr-11,4,6,4,2011
8-Apr-11,16,5,4,2011
7-Apr-11,26,4,4,2011
6-Apr-11,22,3,4,2011
5-Apr-11,21,2,4,2011
4-Apr-11,21,1,4,2011
3-Apr-11,16,0,4,2011
2-Apr-11,16,6,4,2011
1-Apr-11,27,5,4,2011
31-Mar-11,12,4,3,2011
30-Mar-11,18,3,3,2011
29-Mar-11,26,2,3,2011
28-Mar-11,30,1,3,2011
27-Mar-11,18,0,3,2011
26-Mar-11,2,6,3,2011
25-Mar-11,5,5,3,2011
24-Mar-11,15,4,3,2011
23-Mar-11,27,3,3,2011
22-Mar-11,19,2,3,2011
21-Mar-11,28,1,3,2011
20-Mar-11,27,0,3,2011
19-Mar-11,1,6,3,2011
18-Mar-11,4,5,3,2011
17-Mar-11,18,4,3,2011
16-Mar-11,21,3,3,2011
15-Mar-11,31,2,3,2011
14-Mar-11,27,1,3,2011
13-Mar-11,25,0,3,2011
12-Mar-11,1,6,3,2011
11-Mar-11,3,5,3,2011
10-Mar-11,18,4,3,2011
9-Mar-11,17,3,3,2011
8-Mar-11,24,2,3,2011
7-Mar-11,28,1,3,2011
6-Mar-11,25,0,3,2011
5-Mar-11,28,6,3,2011
4-Mar-11,26,5,3,2011
3-Mar-11,28,4,3,2011
2-Mar-11,5,3,3,2011
1-Mar-11,13,2,3,2011
28-Feb-11,19,1,2,2011
27-Feb-11,24,0,2,2011
26-Feb-11,26,6,2,2011
25-Feb-11,17,5,2,2011
24-Feb-11,2,4,2,2011
23-Feb-11,6,3,2,2011
22-Feb-11,19,2,2,2011
21-Feb-11,33,1,2,2011
20-Feb-11,22,0,2,2011
19-Feb-11,27,6,2,2011
18-Feb-11,19,5,2,2011
17-Feb-11,4,4,2,2011
16-Feb-11,7,3,2,2011
15-Feb-11,21,2,2,2011
14-Feb-11,22,1,2,2011
13-Feb-11,20,0,2,2011
12-Feb-11,30,6,2,2011
11-Feb-11,16,5,2,2011
10-Feb-11,1,4,2,2011
9-Feb-11,2,3,2,2011
8-Feb-11,15,2,2,2011
7-Feb-11,21,1,2,2011
6-Feb-11,28,0,2,2011
5-Feb-11,12,6,2,2011
4-Feb-11,18,5,2,2011
3-Feb-11,1,4,2,2011
2-Feb-11,2,3,2,2011
1-Feb-11,16,2,2,2011
31-Jan-11,21,1,1,2011
30-Jan-11,21,0,1,2011
29-Jan-11,22,6,1,2011
28-Jan-11,11,5,1,2011
27-Jan-11,5,4,1,2011
26-Jan-11,24,3,1,2011
25-Jan-11,22,2,1,2011
24-Jan-11,26,1,1,2011
23-Jan-11,23,0,1,2011
22-Jan-11,24,6,1,2011
21-Jan-11,2,5,1,2011
20-Jan-11,3,4,1,2011
19-Jan-11,20,3,1,2011
18-Jan-11,21,2,1,2011
17-Jan-11,28,1,1,2011
16-Jan-11,32,0,1,2011
15-Jan-11,13,6,1,2011
14-Jan-11,3,5,1,2011
13-Jan-11,5,4,1,2011
12-Jan-11,26,3,1,2011
11-Jan-11,29,2,1,2011
10-Jan-11,28,1,1,2011
9-Jan-11,24,0,1,2011
8-Jan-11,26,6,1,2011
7-Jan-11,4,5,1,2011
6-Jan-11,5,4,1,2011
5-Jan-11,21,3,1,2011
4-Jan-11,19,2,1,2011
3-Jan-11,24,1,1,2011
2-Jan-11,29,0,1,2011
1-Jan-11,18,6,1,2011
31-Dec-10,2,5,12,2010
30-Dec-10,7,4,12,2010
29-Dec-10,26,3,12,2010
28-Dec-10,27,2,12,2010
27-Dec-10,23,1,12,2010
26-Dec-10,19,0,12,2010
25-Dec-10,15,6,12,2010
24-Dec-10,6,5,12,2010
23-Dec-10,4,4,12,2010
22-Dec-10,19,3,12,2010
21-Dec-10,22,2,12,2010
20-Dec-10,35,1,12,2010
19-Dec-10,40,0,12,2010
18-Dec-10,8,6,12,2010
17-Dec-10,7,5,12,2010
16-Dec-10,24,4,12,2010
15-Dec-10,31,3,12,2010
14-Dec-10,29,2,12,2010
13-Dec-10,33,1,12,2010
12-Dec-10,19,0,12,2010
11-Dec-10,1,6,12,2010
10-Dec-10,4,5,12,2010
9-Dec-10,11,4,12,2010
8-Dec-10,22,3,12,2010
7-Dec-10,22,2,12,2010
6-Dec-10,35,1,12,2010
5-Dec-10,11,0,12,2010
4-Dec-10,2,6,12,2010
3-Dec-10,5,5,12,2010
2-Dec-10,27,4,12,2010
1-Dec-10,32,3,12,2010
30-Nov-10,26,2,11,2010
29-Nov-10,40,1,11,2010
28-Nov-10,27,0,11,2010
27-Nov-10,3,6,11,2010
